tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N8642E,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8643A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8644C,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8645A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8646B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8647A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8648A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8649A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N864AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N864DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8650F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8651A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8652B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N86534,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N8653A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8654B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8655D,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8656B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8657B,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8658A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8659D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N865DN,2016,Fixed wing multi engine,BOEING,737-932ER,2,222,NA,Turbo-fan
N8660A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8661A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8662F,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8663A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8664J,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8665D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8667D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8668A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8669B,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N866AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N866DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8670A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8671D,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8672F,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8673F,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8674B,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8675A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8676A,2015,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8677A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8678E,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8679A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N867DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8680C,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8681M,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8682B,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8683D,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8684F,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8685B,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8686A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8687A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8688J,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8689C,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N868CA,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N868DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8690A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8691A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8692F,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8693A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8694E,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8695D,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8696E,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8697C,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8698B,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8699A,2016,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N869AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N869DN,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8705Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8706W,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8707P,NA,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8709Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N870DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8711Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8712L,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8714Q,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N8716B,2017,Fixed wing multi engine,BOEING,737-8,2,185,NA,Turbo-fan
N871DN,NA,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N872DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N873DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N874AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N874DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N87507,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87512,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87513,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87527,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87531,2011,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N875AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N875DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N876AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N876DN,NA,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N877DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N878AS,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N878DA,NA,Fixed wing single engine,PIPER,PA-28-140,1,4,107,Reciprocating
N878DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N879DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N880AS,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N880DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N881DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N8828D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N882AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N883DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N884AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N884DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N885AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N885DN,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N886AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8884E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N889AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N889UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8903A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N890UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N891AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N891UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8923A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N892AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N892UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8932C,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8933B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N893AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N893UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8942A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N894AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N894UA,NA,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N895AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N895UA,2007,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N896AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N896SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N897SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N8982A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N898SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N899AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N899SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N900DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N900EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N900PC,1997,Fixed wing multi engine,BOEING,757-26D,2,178,NA,Turbo-fan
N900WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N901DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N901DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N901EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N901WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N902AW,1985,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-fan
N902DA,1994,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N902DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N902FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N902FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N902WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N903DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N903DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N903FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N903SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N903UA,NA,Rotorcraft,AERIAL TECHNOLOGY INTL LLC,AGBOT,4,NA,NA,Electric
N903WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N904DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N904DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N904DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N904EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N904FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N904WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N905DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N905DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N905DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N905EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N905FJ,1986,Fixed wing multi engine,AVIONS MARCEL DASSAULT,MYSTERE FALCON 900,3,12,NA,Turbo-fan
N905SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N905UA,NA,Rotorcraft,3D ROBOTICS,IRIS+,4,NA,NA,Electric
N905WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N906AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N906DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N906DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N906DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N906FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N906SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N906WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N907DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N907DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N907DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N907EV,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N907FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N907SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N907WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N908DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N908DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N908DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N908FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N908SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N908WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N909DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N909DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N909DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N909FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N909SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N909WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N910DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N910DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N910DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N910EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N910FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N910FR,2002,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N910SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N910WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N911DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N911DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N911DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N911FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N912DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N912EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N912FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N912SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N912WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N913DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N913EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N913FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N913SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N913WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N914DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N914DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N914DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N914FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N914WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N915AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N915DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N915DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N915DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N915EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N915FJ,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N915SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N915WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N916DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N916DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N916DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N916FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N916SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N916WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N917DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N917DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N917DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N917FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N917SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N917WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N918DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N918DH,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N918DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N918FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N918SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N918WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N919AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N919DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N919DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N919DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N919FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N919FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N919SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N919WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N920AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N920DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N920FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N920FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N920SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N920WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N921AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N921DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N921DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N921FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N921WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N9222N,NA,Fixed wing single engine,WHEELER E G/BALLATIN H J,RV6A,1,2,NA,Reciprocating
N922DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N922DX,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
